,name,intercept,linear,quadratic,squared_r
0,Temperatura x Altitude,-1.0872878135319377e-05,0.0061359694892875105,24.834019319779472,0.2930869703275192
1,Temperatura x Latitude,0.11921976690780803,-3.490799754058807,49.2495472554371,0.10511774981067346
2,Temperatura x Longitude,0.2329283351821803,-19.176603360054425,418.4414803665821,0.1254546132290083
3,Temperatura x Mes,0.10403500569704346,-1.4132714626526235,28.286535489260213,0.1766968670585749
4,Temperatura x Ano,0.08657579665474315,-349.23029300826227,352206.70453466877,0.003051662735464422
