,name,intercept,linear,quadratic,cubic,fourth,squared_r
0,Temperatura x Altitude,6.673853275961783e-11,-1.2430613025134167e-07,6.142522462170756e-05,-0.0077812615374297095,24.897519805129978,0.35630028904190436
1,Temperatura x Latitude,0.015514155236524529,-0.8149753432163709,15.906617643419445,-137.1822257988478,466.5387425259448,0.13541879250108224
2,Temperatura x Longitude,-0.03713660841741218,6.07304960310003,-371.72145224167707,10092.967077543435,-102546.55744856739,0.213858033355943
3,Temperatura x Mes,-0.0077669737357809465,0.2106554006961512,-1.801700634941164,5.005627562711116,21.907189232059373,0.29706857635405104
4,Temperatura x Ano,-6.481351783432027e-05,0.5209848787627325,-1570.4121269741438,2103862.639114963,-1056939490.9987608,0.00955858444914226
