CIDADE;TEMPERATURA MÉDIA;ALT(M);LAT (º DEC.);LONG (ºdec);MÊS;ANO
Guaratinga;28.2;197.9;16.6;39.8;2;2019
Guaratinga;27.0;197.9;16.6;39.8;3;2019
Guaratinga;26.1;197.9;16.6;39.8;4;2019
Guaratinga;24.9;197.9;16.6;39.8;5;2019
Guaratinga;23.0;197.9;16.6;39.8;6;2019
Guaratinga;21.4;197.9;16.6;39.8;7;2019
Guaratinga;21.8;197.9;16.6;39.8;8;2019
Guaratinga;23.1;197.9;16.6;39.8;9;2019
Guaratinga;24.2;197.9;16.6;39.8;10;2019
Guaratinga;25.5;197.9;16.6;39.8;11;2019
Guaratinga;25.5;197.9;16.6;39.8;12;2019
Irecê;23.8;747.2;11.3;41.9;1;1999
Irecê;24.9;747.2;11.3;41.9;2;1999
Irecê;24.0;747.2;11.3;41.9;3;1999
Irecê;24.5;747.2;11.3;41.9;4;1999
Irecê;23.1;747.2;11.3;41.9;5;1999
Irecê;22.5;747.2;11.3;41.9;6;1999
Irecê;21.0;747.2;11.3;41.9;7;1999
Irecê;21.4;747.2;11.3;41.9;8;1999
Irecê;22.8;747.2;11.3;41.9;9;1999
Irecê;23.6;747.2;11.3;41.9;10;1999
Irecê;23.4;747.2;11.3;41.9;11;1999
Irecê;23.2;747.2;11.3;41.9;12;1999
Irecê;23.7;747.2;11.3;41.9;1;2000
Irecê;23.7;747.2;11.3;41.9;2;2000
Irecê;23.5;747.2;11.3;41.9;3;2000
Irecê;23.6;747.2;11.3;41.9;4;2000
Irecê;22.7;747.2;11.3;41.9;5;2000
Irecê;21.4;747.2;11.3;41.9;6;2000
Irecê;21.2;747.2;11.3;41.9;7;2000
Irecê;22.0;747.2;11.3;41.9;8;2000
Irecê;22.9;747.2;11.3;41.9;9;2000
Irecê;25.1;747.2;11.3;41.9;10;2000
Irecê;23.8;747.2;11.3;41.9;11;2000
Irecê;23.0;747.2;11.3;41.9;12;2000
Irecê;23.1;747.2;11.3;41.9;1;2001
Irecê;25.5;747.2;11.3;41.9;2;2001
Irecê;23.8;747.2;11.3;41.9;3;2001
Irecê;23.7;747.2;11.3;41.9;4;2001
Irecê;24.4;747.2;11.3;41.9;5;2001
Irecê;21.3;747.2;11.3;41.9;6;2001
Irecê;21.3;747.2;11.3;41.9;7;2001
Irecê;20.9;747.2;11.3;41.9;8;2001
Irecê;23.7;747.2;11.3;41.9;9;2001
Irecê;25.0;747.2;11.3;41.9;10;2001
Irecê;24.7;747.2;11.3;41.9;11;2001
Irecê;25.1;747.2;11.3;41.9;12;2001
Irecê;23.1;747.2;11.3;41.9;1;2002
Irecê;23.2;747.2;11.3;41.9;2;2002
Irecê;24.2;747.2;11.3;41.9;3;2002
Irecê;23.9;747.2;11.3;41.9;4;2002
Irecê;23.2;747.2;11.3;41.9;5;2002
Irecê;21.5;747.2;11.3;41.9;6;2002
Irecê;21.9;747.2;11.3;41.9;7;2002
Irecê;21.7;747.2;11.3;41.9;8;2002
Irecê;23.6;747.2;11.3;41.9;9;2002
Irecê;25.4;747.2;11.3;41.9;10;2002
Irecê;25.4;747.2;11.3;41.9;11;2002
Irecê;25.2;747.2;11.3;41.9;12;2002
Irecê;23.3;747.2;11.3;41.9;1;2003
Irecê;24.8;747.2;11.3;41.9;2;2003
Irecê;25.0;747.2;11.3;41.9;3;2003
Irecê;24.4;747.2;11.3;41.9;4;2003
Irecê;23.0;747.2;11.3;41.9;5;2003
Irecê;21.1;747.2;11.3;41.9;6;2003
Irecê;20.5;747.2;11.3;41.9;7;2003
Irecê;22.0;747.2;11.3;41.9;8;2003
Irecê;23.0;747.2;11.3;41.9;9;2003
Irecê;25.0;747.2;11.3;41.9;10;2003
Irecê;24.9;747.2;11.3;41.9;11;2003
Irecê;26.3;747.2;11.3;41.9;12;2003
Irecê;23.5;747.2;11.3;41.9;1;2004
Irecê;23.6;747.2;11.3;41.9;2;2004
Irecê;23.3;747.2;11.3;41.9;3;2004
Irecê;23.3;747.2;11.3;41.9;4;2004
Irecê;22.5;747.2;11.3;41.9;5;2004
Irecê;21.1;747.2;11.3;41.9;6;2004
Irecê;20.5;747.2;11.3;41.9;7;2004
Irecê;21.8;747.2;11.3;41.9;8;2004
Irecê;22.9;747.2;11.3;41.9;9;2004
Irecê;24.8;747.2;11.3;41.9;10;2004
Irecê;25.2;747.2;11.3;41.9;11;2004
Irecê;25.0;747.2;11.3;41.9;12;2004
Irecê;24.9;747.2;11.3;41.9;1;2005
Irecê;23.9;747.2;11.3;41.9;2;2005
Irecê;23.7;747.2;11.3;41.9;3;2005
Irecê;23.3;747.2;11.3;41.9;4;2005
Irecê;22.0;747.2;11.3;41.9;5;2005
Irecê;21.1;747.2;11.3;41.9;6;2005
Irecê;20.8;747.2;11.3;41.9;7;2005
Irecê;21.7;747.2;11.3;41.9;8;2005
Irecê;23.9;747.2;11.3;41.9;9;2005
Irecê;25.8;747.2;11.3;41.9;10;2005
Irecê;25.1;747.2;11.3;41.9;11;2005
Irecê;24.0;747.2;11.3;41.9;12;2005
Irecê;25.3;747.2;11.3;41.9;1;2006
Irecê;25.1;747.2;11.3;41.9;2;2006
Irecê;24.1;747.2;11.3;41.9;3;2006
Irecê;23.1;747.2;11.3;41.9;4;2006
Irecê;22.0;747.2;11.3;41.9;5;2006
Irecê;20.3;747.2;11.3;41.9;6;2006
Irecê;20.4;747.2;11.3;41.9;7;2006
Irecê;21.6;747.2;11.3;41.9;8;2006
Irecê;23.7;747.2;11.3;41.9;9;2006
Irecê;24.7;747.2;11.3;41.9;10;2006
Irecê;24.1;747.2;11.3;41.9;11;2006
Irecê;24.7;747.2;11.3;41.9;12;2006
Irecê;25.5;747.2;11.3;41.9;1;2007
Irecê;23.5;747.2;11.3;41.9;2;2007
Irecê;23.2;747.2;11.3;41.9;3;2007
Irecê;23.8;747.2;11.3;41.9;4;2007
Irecê;22.9;747.2;11.3;41.9;5;2007
Irecê;21.3;747.2;11.3;41.9;6;2007
Irecê;21.1;747.2;11.3;41.9;7;2007
Irecê;20.9;747.2;11.3;41.9;8;2007
Irecê;22.1;747.2;11.3;41.9;9;2007
Irecê;24.3;747.2;11.3;41.9;10;2007
Irecê;25.3;747.2;11.3;41.9;11;2007
Irecê;24.2;747.2;11.3;41.9;12;2007
Irecê;25.3;747.2;11.3;41.9;1;2008
Irecê;25.1;747.2;11.3;41.9;2;2008
Irecê;24.3;747.2;11.3;41.9;3;2008
Irecê;23.7;747.2;11.3;41.9;4;2008
Irecê;22.4;747.2;11.3;41.9;5;2008
Irecê;20.9;747.2;11.3;41.9;6;2008
Irecê;20.3;747.2;11.3;41.9;7;2008
Irecê;21.8;747.2;11.3;41.9;8;2008
Irecê;23.8;747.2;11.3;41.9;9;2008
Irecê;25.0;747.2;11.3;41.9;10;2008
Irecê;26.2;747.2;11.3;41.9;11;2008
Irecê;24.2;747.2;11.3;41.9;12;2008
Irecê;24.2;747.2;11.3;41.9;1;2009
Irecê;24.6;747.2;11.3;41.9;2;2009
Irecê;25.9;747.2;11.3;41.9;3;2009
Irecê;23.7;747.2;11.3;41.9;4;2009
Irecê;22.5;747.2;11.3;41.9;5;2009
Irecê;21.6;747.2;11.3;41.9;6;2009
Irecê;21.7;747.2;11.3;41.9;7;2009
Irecê;22.3;747.2;11.3;41.9;8;2009
Irecê;24.7;747.2;11.3;41.9;9;2009
Irecê;24.2;747.2;11.3;41.9;10;2009
Irecê;24.1;747.2;11.3;41.9;11;2009
Irecê;24.5;747.2;11.3;41.9;12;2009
Irecê;24.5;747.2;11.3;41.9;1;2010
Irecê;25.6;747.2;11.3;41.9;2;2010
Irecê;24.2;747.2;11.3;41.9;3;2010
Irecê;23.1;747.2;11.3;41.9;4;2010
Irecê;23.5;747.2;11.3;41.9;5;2010
Irecê;21.9;747.2;11.3;41.9;6;2010
Irecê;21.0;747.2;11.3;41.9;7;2010
Irecê;21.6;747.2;11.3;41.9;8;2010
Irecê;23.3;747.2;11.3;41.9;9;2010
Irecê;26.2;747.2;11.3;41.9;10;2010
Irecê;25.6;747.2;11.3;41.9;11;2010
Irecê;24.5;747.2;11.3;41.9;12;2010
Irecê;24.3;747.2;11.3;41.9;1;2011
Irecê;24.9;747.2;11.3;41.9;2;2011
Irecê;24.6;747.2;11.3;41.9;3;2011
Irecê;24.2;747.2;11.3;41.9;4;2011
Irecê;23.0;747.2;11.3;41.9;5;2011
Irecê;22.5;747.2;11.3;41.9;6;2011
Irecê;21.2;747.2;11.3;41.9;7;2011
Irecê;22.8;747.2;11.3;41.9;8;2011
Irecê;22.6;747.2;11.3;41.9;9;2011
Irecê;24.8;747.2;11.3;41.9;10;2011
Irecê;24.1;747.2;11.3;41.9;11;2011
Irecê;25.1;747.2;11.3;41.9;12;2011
Irecê;24.7;747.2;11.3;41.9;1;2012
Irecê;24.5;747.2;11.3;41.9;2;2012
Irecê;26.4;747.2;11.3;41.9;3;2012
Irecê;26.0;747.2;11.3;41.9;4;2012
Irecê;24.1;747.2;11.3;41.9;5;2012
Irecê;23.3;747.2;11.3;41.9;6;2012
Irecê;21.7;747.2;11.3;41.9;7;2012
Irecê;21.3;747.2;11.3;41.9;8;2012
Irecê;23.8;747.2;11.3;41.9;9;2012
Irecê;25.3;747.2;11.3;41.9;10;2012
Irecê;24.4;747.2;11.3;41.9;11;2012
Irecê;25.9;747.2;11.3;41.9;12;2012
Irecê;24.6;747.2;11.3;41.9;1;2013
Irecê;25.8;747.2;11.3;41.9;2;2013
Irecê;26.7;747.2;11.3;41.9;3;2013
Irecê;25.3;747.2;11.3;41.9;4;2013
Irecê;24.3;747.2;11.3;41.9;5;2013
Irecê;23.0;747.2;11.3;41.9;6;2013
Irecê;22.1;747.2;11.3;41.9;7;2013
Irecê;22.1;747.2;11.3;41.9;8;2013
Irecê;24.0;747.2;11.3;41.9;9;2013
Irecê;25.1;747.2;11.3;41.9;10;2013
Irecê;24.6;747.2;11.3;41.9;11;2013
Irecê;23.5;747.2;11.3;41.9;12;2013
Irecê;24.2;747.2;11.3;41.9;1;2014
Irecê;24.7;747.2;11.3;41.9;2;2014
Irecê;24.8;747.2;11.3;41.9;3;2014
Irecê;24.3;747.2;11.3;41.9;4;2014
Irecê;22.8;747.2;11.3;41.9;5;2014
Irecê;22.0;747.2;11.3;41.9;6;2014
Irecê;21.4;747.2;11.3;41.9;7;2014
Irecê;21.8;747.2;11.3;41.9;8;2014
Irecê;23.7;747.2;11.3;41.9;9;2014
Irecê;24.4;747.2;11.3;41.9;10;2014
Irecê;23.9;747.2;11.3;41.9;11;2014
Irecê;23.5;747.2;11.3;41.9;12;2014
Irecê;24.8;747.2;11.3;41.9;1;2015
Irecê;23.7;747.2;11.3;41.9;2;2015
Irecê;25.1;747.2;11.3;41.9;3;2015
Irecê;24.9;747.2;11.3;41.9;4;2015
Irecê;22.9;747.2;11.3;41.9;5;2015
Irecê;21.7;747.2;11.3;41.9;6;2015
Irecê;21.3;747.2;11.3;41.9;7;2015
Irecê;21.7;747.2;11.3;41.9;8;2015
Irecê;24.6;747.2;11.3;41.9;9;2015
Irecê;25.7;747.2;11.3;41.9;10;2015
Irecê;27.3;747.2;11.3;41.9;11;2015
Irecê;27.1;747.2;11.3;41.9;12;2015
Irecê;23.7;747.2;11.3;41.9;1;2016
Irecê;24.6;747.2;11.3;41.9;2;2016
Irecê;25.7;747.2;11.3;41.9;3;2016
Irecê;25.1;747.2;11.3;41.9;4;2016
Irecê;24.0;747.2;11.3;41.9;5;2016
Irecê;23.2;747.2;11.3;41.9;6;2016
Irecê;21.7;747.2;11.3;41.9;7;2016
Irecê;23.0;747.2;11.3;41.9;8;2016
Irecê;23.6;747.2;11.3;41.9;9;2016
Irecê;25.2;747.2;11.3;41.9;10;2016
Irecê;25.0;747.2;11.3;41.9;11;2016
Irecê;25.8;747.2;11.3;41.9;12;2016
Irecê;26.5;747.2;11.3;41.9;1;2017
Irecê;25.5;747.2;11.3;41.9;2;2017
Irecê;26.2;747.2;11.3;41.9;3;2017
Irecê;24.6;747.2;11.3;41.9;4;2017
Irecê;23.9;747.2;11.3;41.9;5;2017
Irecê;22.8;747.2;11.3;41.9;6;2017
Irecê;20.3;747.2;11.3;41.9;7;2017
Irecê;22.0;747.2;11.3;41.9;8;2017
Irecê;22.4;747.2;11.3;41.9;9;2017
Irecê;25.5;747.2;11.3;41.9;10;2017
Irecê;25.1;747.2;11.3;41.9;11;2017
Irecê;25.7;747.2;11.3;41.9;12;2017
Irecê;26.0;747.2;11.3;41.9;1;2018
Irecê;24.9;747.2;11.3;41.9;2;2018
Irecê;24.8;747.2;11.3;41.9;3;2018
Irecê;24.1;747.2;11.3;41.9;4;2018
Irecê;23.5;747.2;11.3;41.9;5;2018
Irecê;22.2;747.2;11.3;41.9;6;2018
Irecê;21.4;747.2;11.3;41.9;7;2018
Irecê;23.3;747.2;11.3;41.9;8;2018
Irecê;25.0;747.2;11.3;41.9;9;2018
Irecê;26.5;747.2;11.3;41.9;10;2018
Irecê;25.8;747.2;11.3;41.9;11;2018
Irecê;24.5;747.2;11.3;41.9;12;2018
Irecê;25.6;747.2;11.3;41.9;1;2019
Irecê;26.0;747.2;11.3;41.9;2;2019
Irecê;25.7;747.2;11.3;41.9;3;2019
Irecê;24.9;747.2;11.3;41.9;4;2019
Irecê;24.8;747.2;11.3;41.9;5;2019
Irecê;22.9;747.2;11.3;41.9;6;2019
Irecê;21.5;747.2;11.3;41.9;7;2019
Irecê;22.2;747.2;11.3;41.9;8;2019
Irecê;24.2;747.2;11.3;41.9;9;2019
Irecê;25.4;747.2;11.3;41.9;10;2019
Irecê;26.6;747.2;11.3;41.9;11;2019
Irecê;26.9;747.2;11.3;41.9;12;2019
Itaberaba;26.8;250.1;12.5;40.3;1;1999
Itaberaba;26.6;250.1;12.5;40.3;2;1999
Itaberaba;26.7;250.1;12.5;40.3;3;1999
Itaberaba;25.7;250.1;12.5;40.3;4;1999
Itaberaba;24.4;250.1;12.5;40.3;5;1999
Itaberaba;23.3;250.1;12.5;40.3;6;1999
Itaberaba;22.1;250.1;12.5;40.3;7;1999
Itaberaba;22.0;250.1;12.5;40.3;8;1999
Itaberaba;23.0;250.1;12.5;40.3;9;1999
Itaberaba;24.0;250.1;12.5;40.3;10;1999
Itaberaba;24.5;250.1;12.5;40.3;11;1999
Itaberaba;25.0;250.1;12.5;40.3;12;1999
Itaberaba;25.5;250.1;12.5;40.3;1;2000
Itaberaba;26.1;250.1;12.5;40.3;2;2000
Itaberaba;25.6;250.1;12.5;40.3;3;2000
Itaberaba;25.1;250.1;12.5;40.3;4;2000
Itaberaba;23.9;250.1;12.5;40.3;5;2000
Itaberaba;22.7;250.1;12.5;40.3;6;2000
Itaberaba;22.3;250.1;12.5;40.3;7;2000
Itaberaba;23.6;250.1;12.5;40.3;8;2000
Itaberaba;23.9;250.1;12.5;40.3;9;2000
Itaberaba;25.8;250.1;12.5;40.3;10;2000
Itaberaba;25.8;250.1;12.5;40.3;11;2000
Itaberaba;25.7;250.1;12.5;40.3;12;2000
Itaberaba;25.6;250.1;12.5;40.3;1;2001
Itaberaba;27.7;250.1;12.5;40.3;2;2001
Itaberaba;26.6;250.1;12.5;40.3;3;2001
Itaberaba;25.5;250.1;12.5;40.3;4;2001
Itaberaba;25.6;250.1;12.5;40.3;5;2001
Itaberaba;22.8;250.1;12.5;40.3;6;2001
Itaberaba;22.8;250.1;12.5;40.3;7;2001
Itaberaba;22.3;250.1;12.5;40.3;8;2001
Itaberaba;23.9;250.1;12.5;40.3;9;2001
Itaberaba;25.5;250.1;12.5;40.3;10;2001
Itaberaba;26.9;250.1;12.5;40.3;11;2001
Itaberaba;26.3;250.1;12.5;40.3;12;2001
Itaberaba;25.0;250.1;12.5;40.3;1;2002
Itaberaba;25.5;250.1;12.5;40.3;2;2002
Itaberaba;26.1;250.1;12.5;40.3;3;2002
Itaberaba;25.7;250.1;12.5;40.3;4;2002
Itaberaba;24.4;250.1;12.5;40.3;5;2002
Itaberaba;23.1;250.1;12.5;40.3;6;2002
Itaberaba;22.9;250.1;12.5;40.3;7;2002
Itaberaba;23.1;250.1;12.5;40.3;8;2002
Itaberaba;24.3;250.1;12.5;40.3;9;2002
Itaberaba;25.4;250.1;12.5;40.3;10;2002
Itaberaba;26.6;250.1;12.5;40.3;11;2002
Itaberaba;26.8;250.1;12.5;40.3;12;2002
Itaberaba;27.3;250.1;12.5;40.3;1;2003
Itaberaba;27.2;250.1;12.5;40.3;2;2003
Itaberaba;27.4;250.1;12.5;40.3;3;2003
Itaberaba;26.8;250.1;12.5;40.3;4;2003
Itaberaba;24.9;250.1;12.5;40.3;5;2003
Itaberaba;22.6;250.1;12.5;40.3;6;2003
Itaberaba;22.0;250.1;12.5;40.3;7;2003
Itaberaba;22.9;250.1;12.5;40.3;8;2003
Itaberaba;23.8;250.1;12.5;40.3;9;2003
Itaberaba;25.3;250.1;12.5;40.3;10;2003
Itaberaba;25.6;250.1;12.5;40.3;11;2003
Itaberaba;27.0;250.1;12.5;40.3;12;2003
Itaberaba;25.8;250.1;12.5;40.3;1;2004
Itaberaba;25.9;250.1;12.5;40.3;2;2004
Itaberaba;25.5;250.1;12.5;40.3;3;2004
Itaberaba;25.3;250.1;12.5;40.3;4;2004
Itaberaba;24.1;250.1;12.5;40.3;5;2004
Itaberaba;22.1;250.1;12.5;40.3;6;2004
Itaberaba;22.1;250.1;12.5;40.3;7;2004
Itaberaba;23.3;250.1;12.5;40.3;8;2004
Itaberaba;23.9;250.1;12.5;40.3;9;2004
Itaberaba;25.6;250.1;12.5;40.3;10;2004
Itaberaba;26.4;250.1;12.5;40.3;11;2004
Itaberaba;26.8;250.1;12.5;40.3;12;2004
Itaberaba;27.3;250.1;12.5;40.3;1;2005
Itaberaba;26.7;250.1;12.5;40.3;2;2005
Itaberaba;26.8;250.1;12.5;40.3;3;2005
Itaberaba;25.1;250.1;12.5;40.3;4;2005
Itaberaba;24.2;250.1;12.5;40.3;5;2005
Itaberaba;22.7;250.1;12.5;40.3;6;2005
Itaberaba;21.5;250.1;12.5;40.3;7;2005
Itaberaba;22.3;250.1;12.5;40.3;8;2005
Itaberaba;24.1;250.1;12.5;40.3;9;2005
Itaberaba;25.6;250.1;12.5;40.3;10;2005
Itaberaba;25.3;250.1;12.5;40.3;11;2005
Itaberaba;25.8;250.1;12.5;40.3;12;2005
Itaberaba;26.0;250.1;12.5;40.3;1;2006
Itaberaba;28.3;250.1;12.5;40.3;2;2006
Itaberaba;26.9;250.1;12.5;40.3;3;2006
Itaberaba;25.1;250.1;12.5;40.3;4;2006
Itaberaba;23.7;250.1;12.5;40.3;5;2006
Itaberaba;21.7;250.1;12.5;40.3;6;2006
Itaberaba;21.6;250.1;12.5;40.3;7;2006
Itaberaba;22.4;250.1;12.5;40.3;8;2006
Itaberaba;23.8;250.1;12.5;40.3;9;2006
Itaberaba;24.7;250.1;12.5;40.3;10;2006
Itaberaba;24.8;250.1;12.5;40.3;11;2006
Itaberaba;26.6;250.1;12.5;40.3;12;2006
Itaberaba;27.4;250.1;12.5;40.3;1;2007
Itaberaba;25.5;250.1;12.5;40.3;2;2007
Itaberaba;24.9;250.1;12.5;40.3;3;2007
Itaberaba;24.9;250.1;12.5;40.3;4;2007
Itaberaba;23.8;250.1;12.5;40.3;5;2007
Itaberaba;22.0;250.1;12.5;40.3;6;2007
Itaberaba;21.9;250.1;12.5;40.3;7;2007
Itaberaba;21.5;250.1;12.5;40.3;8;2007
Itaberaba;22.2;250.1;12.5;40.3;9;2007
Itaberaba;24.1;250.1;12.5;40.3;10;2007
Itaberaba;25.7;250.1;12.5;40.3;11;2007
Itaberaba;25.4;250.1;12.5;40.3;12;2007
Itaberaba;26.2;250.1;12.5;40.3;1;2008
Itaberaba;26.2;250.1;12.5;40.3;2;2008
Itaberaba;25.4;250.1;12.5;40.3;3;2008
Itaberaba;25.8;250.1;12.5;40.3;4;2008
Itaberaba;24.2;250.1;12.5;40.3;5;2008
Itaberaba;22.1;250.1;12.5;40.3;6;2008
Itaberaba;21.0;250.1;12.5;40.3;7;2008
Itaberaba;22.3;250.1;12.5;40.3;8;2008
Itaberaba;23.6;250.1;12.5;40.3;9;2008
Itaberaba;25.1;250.1;12.5;40.3;10;2008
Itaberaba;26.1;250.1;12.5;40.3;11;2008
Itaberaba;25.0;250.1;12.5;40.3;12;2008
Itaberaba;25.8;250.1;12.5;40.3;1;2009
Itaberaba;26.1;250.1;12.5;40.3;2;2009
Itaberaba;27.6;250.1;12.5;40.3;3;2009
Itaberaba;25.7;250.1;12.5;40.3;4;2009
Itaberaba;24.2;250.1;12.5;40.3;5;2009
Itaberaba;22.5;250.1;12.5;40.3;6;2009
Itaberaba;22.6;250.1;12.5;40.3;7;2009
Itaberaba;22.7;250.1;12.5;40.3;8;2009
Itaberaba;25.0;250.1;12.5;40.3;9;2009
Itaberaba;26.1;250.1;12.5;40.3;10;2009
Itaberaba;26.4;250.1;12.5;40.3;11;2009
Itaberaba;26.7;250.1;12.5;40.3;12;2009
Itaberaba;26.2;250.1;12.5;40.3;1;2010
Itaberaba;27.7;250.1;12.5;40.3;2;2010
Itaberaba;26.9;250.1;12.5;40.3;3;2010
Itaberaba;25.8;250.1;12.5;40.3;4;2010
Itaberaba;25.6;250.1;12.5;40.3;5;2010
Itaberaba;23.7;250.1;12.5;40.3;6;2010
Itaberaba;22.3;250.1;12.5;40.3;7;2010
Itaberaba;21.9;250.1;12.5;40.3;8;2010
Itaberaba;23.6;250.1;12.5;40.3;9;2010
Itaberaba;26.2;250.1;12.5;40.3;10;2010
Itaberaba;26.6;250.1;12.5;40.3;11;2010
Itaberaba;26.6;250.1;12.5;40.3;12;2010
Itaberaba;26.1;250.1;12.5;40.3;1;2011
Itaberaba;27.2;250.1;12.5;40.3;2;2011
Itaberaba;27.9;250.1;12.5;40.3;3;2011
Itaberaba;26.1;250.1;12.5;40.3;4;2011
Itaberaba;24.4;250.1;12.5;40.3;5;2011
Itaberaba;23.6;250.1;12.5;40.3;6;2011
Itaberaba;22.3;250.1;12.5;40.3;7;2011
Itaberaba;23.3;250.1;12.5;40.3;8;2011
Itaberaba;23.1;250.1;12.5;40.3;9;2011
Itaberaba;25.2;250.1;12.5;40.3;10;2011
Itaberaba;24.9;250.1;12.5;40.3;11;2011
Itaberaba;26.1;250.1;12.5;40.3;12;2011
Itaberaba;26.3;250.1;12.5;40.3;1;2012
Itaberaba;26.3;250.1;12.5;40.3;2;2012
Itaberaba;26.8;250.1;12.5;40.3;3;2012
Itaberaba;26.2;250.1;12.5;40.3;4;2012
Itaberaba;24.8;250.1;12.5;40.3;5;2012
Itaberaba;23.8;250.1;12.5;40.3;6;2012
Itaberaba;22.7;250.1;12.5;40.3;7;2012
Itaberaba;22.2;250.1;12.5;40.3;8;2012
Itaberaba;24.2;250.1;12.5;40.3;9;2012
Itaberaba;25.0;250.1;12.5;40.3;10;2012
Itaberaba;25.9;250.1;12.5;40.3;11;2012
Itaberaba;27.2;250.1;12.5;40.3;12;2012
Itaberaba;26.9;250.1;12.5;40.3;1;2013
Itaberaba;26.9;250.1;12.5;40.3;2;2013
Itaberaba;27.5;250.1;12.5;40.3;3;2013
Itaberaba;26.5;250.1;12.5;40.3;4;2013
Itaberaba;25.3;250.1;12.5;40.3;5;2013
Itaberaba;24.0;250.1;12.5;40.3;6;2013
Itaberaba;23.0;250.1;12.5;40.3;7;2013
Itaberaba;22.9;250.1;12.5;40.3;8;2013
Itaberaba;23.7;250.1;12.5;40.3;9;2013
Itaberaba;25.2;250.1;12.5;40.3;10;2013
Itaberaba;25.6;250.1;12.5;40.3;11;2013
Itaberaba;26.0;250.1;12.5;40.3;12;2013
Itaberaba;26.0;250.1;12.5;40.3;1;2014
Itaberaba;25.4;250.1;12.5;40.3;2;2014
Itaberaba;25.9;250.1;12.5;40.3;3;2014
Itaberaba;26.2;250.1;12.5;40.3;4;2014
Itaberaba;24.6;250.1;12.5;40.3;5;2014
Itaberaba;23.1;250.1;12.5;40.3;6;2014
Itaberaba;22.6;250.1;12.5;40.3;7;2014
Itaberaba;22.5;250.1;12.5;40.3;8;2014
Itaberaba;23.7;250.1;12.5;40.3;9;2014
Itaberaba;24.7;250.1;12.5;40.3;10;2014
Itaberaba;25.2;250.1;12.5;40.3;11;2014
Itaberaba;24.9;250.1;12.5;40.3;12;2014
Itaberaba;25.9;250.1;12.5;40.3;1;2015
Itaberaba;26.6;250.1;12.5;40.3;2;2015
Itaberaba;27.8;250.1;12.5;40.3;3;2015
Itaberaba;27.0;250.1;12.5;40.3;4;2015
Itaberaba;24.8;250.1;12.5;40.3;5;2015
Itaberaba;23.2;250.1;12.5;40.3;6;2015
Itaberaba;22.8;250.1;12.5;40.3;7;2015
Itaberaba;23.0;250.1;12.5;40.3;8;2015
Itaberaba;25.6;250.1;12.5;40.3;9;2015
Itaberaba;26.4;250.1;12.5;40.3;10;2015
Itaberaba;28.2;250.1;12.5;40.3;11;2015
Itaberaba;28.3;250.1;12.5;40.3;12;2015
Itaberaba;26.5;250.1;12.5;40.3;1;2016
Itaberaba;27.2;250.1;12.5;40.3;2;2016
Itaberaba;27.6;250.1;12.5;40.3;3;2016
Itaberaba;26.5;250.1;12.5;40.3;4;2016
Itaberaba;25.3;250.1;12.5;40.3;5;2016
Itaberaba;24.7;250.1;12.5;40.3;6;2016
Itaberaba;23.0;250.1;12.5;40.3;7;2016
Itaberaba;23.7;250.1;12.5;40.3;8;2016
Itaberaba;24.4;250.1;12.5;40.3;9;2016
Itaberaba;25.9;250.1;12.5;40.3;10;2016
Itaberaba;26.2;250.1;12.5;40.3;11;2016
Itaberaba;27.4;250.1;12.5;40.3;12;2016
Itaberaba;27.6;250.1;12.5;40.3;1;2017
Itaberaba;27.5;250.1;12.5;40.3;2;2017
Itaberaba;27.8;250.1;12.5;40.3;3;2017
Itaberaba;26.7;250.1;12.5;40.3;4;2017
Itaberaba;25.0;250.1;12.5;40.3;5;2017
Itaberaba;23.9;250.1;12.5;40.3;6;2017
Itaberaba;21.9;250.1;12.5;40.3;7;2017
Itaberaba;23.3;250.1;12.5;40.3;8;2017
Itaberaba;23.5;250.1;12.5;40.3;9;2017
Itaberaba;25.8;250.1;12.5;40.3;10;2017
Itaberaba;26.4;250.1;12.5;40.3;11;2017
Itaberaba;27.2;250.1;12.5;40.3;12;2017
Itaberaba;27.1;250.1;12.5;40.3;1;2018
Itaberaba;27.3;250.1;12.5;40.3;2;2018
Itaberaba;27.3;250.1;12.5;40.3;3;2018
Itaberaba;25.7;250.1;12.5;40.3;4;2018
Itaberaba;24.7;250.1;12.5;40.3;5;2018
Itaberaba;23.4;250.1;12.5;40.3;6;2018
Itaberaba;23.1;250.1;12.5;40.3;7;2018
Itaberaba;24.0;250.1;12.5;40.3;8;2018
Itaberaba;25.1;250.1;12.5;40.3;9;2018
Itaberaba;26.9;250.1;12.5;40.3;10;2018
Itaberaba;26.7;250.1;12.5;40.3;11;2018
Itaberaba;26.5;250.1;12.5;40.3;12;2018
Itaberaba;27.5;250.1;12.5;40.3;1;2019
Itaberaba;28.9;250.1;12.5;40.3;2;2019
Itaberaba;27.0;250.1;12.5;40.3;3;2019
Itaberaba;25.3;250.1;12.5;40.3;4;2019
Itaberaba;23.9;250.1;12.5;40.3;5;2019
Itaberaba;23.3;250.1;12.5;40.3;6;2019
Itaberaba;24.1;250.1;12.5;40.3;7;2019
Itaberaba;23.9;250.1;12.5;40.3;8;2019
Itaberaba;26.3;250.1;12.5;40.3;9;2019
Itaberaba;26.7;250.1;12.5;40.3;10;2019
Itaberaba;26.3;250.1;12.5;40.3;11;2019
Itaberaba;25.7;250.1;12.5;40.3;12;2019
Itiruçu;22.3;757.5;13.5;41.1;1;1999
