,name,intercept,linear,quadratic,cubic,squared_r
0,Temperatura x Altitude,8.57797763273706e-09,-2.3512342893138973e-05,0.011192156971669278,23.937899055936327,0.332127298540576
1,Temperatura x Latitude,0.01206785682507288,-0.3734559749305226,3.08437717473649,20.16115105265048,0.11456792068422939
2,Temperatura x Longitude,-0.09661582294577704,12.253390927430988,-516.9669678132224,7279.747643991767,0.18338459385865147
3,Temperatura x Mes,0.008856274481002261,-0.06792533096775107,-0.48808254017574565,26.714692607304915,0.2196817591753606
4,Temperatura x Ano,0.00013918022510052704,-0.8368334281348871,1677.1964075389258,-1120476.8161356705,0.009007453220493677
